FeatureID,Annotation_Confidence,Final_name,Final_formula,InChIKey,Final_Superclass,Final_Class,Final_Subclass,ClassyFire.level.5,NPC.pathway,NPC.superclass,NPC.class
11.729_331.1728_RP,L3,"Ethyl 3-cyclopropyl-1-methyl-4-morpholino-1H-pyrazolo[3,4-b]pyridine-5-carboxylate",C17H22N4O3,PWDSSKCNFLBKGG-UHFFFAOYSA-N,Organoheterocyclic compounds,Pyrazolopyridines,NA,NA,NA,NA,NA
3.82_216.15939_RP,L3,ethyl 3-methyl-2-(2-methylpropanoylamino)butanoate,C11H21NO3,JZYOJICKVQXEPA-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids and Peptides,Small peptides,Wax monoesters
2.038_375.05342_RP,L2,"Ethyl 6-[(2,4-dichlorophenyl)methylene]-5-oxo-5,6,7,8-tetrahydronaphthalene-2-carboxylate",C20H16Cl2O3,NA,NA,NA,NA,NA,NA,NA,NA
1.405_293.09796_RP,L2,Ethylenediaminetetraacetic acid (EDTA),C10H16N2O8,KCXVZYZYPLLWCC-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,Tetracarboxylic acids and derivatives,NA,NA,NA,NA
9.034_337.21222_RP,L3,Fluoxymesterone,C20H29FO3,YLRFCQOZQXIBAB-RBZZARIASA-N,Lipids and lipid-like molecules,Steroids and steroid derivatives,Androstane steroids,NA,NA,NA,NA
2.996_85.02846_RP,L3,Fumaraldehyde,C4H4O2,JGEMYUOFGVHXKV-OWOJBTEDSA-N,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,Fatty acids,Fatty acyls,Fatty aldehydes
1.089_320.14526_RP,L3,gamma-D-Glu-mDAP,C12H21N3O7,QIFGMZZTJRULMA-XLPZGREQSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
1.923_219.09755_RP,L3,gamma-Gln-ala,C8H14N2O5,WQXXXVRAFAKQJM-WHFBIAKZSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
9.293_261.14448_RP,L3,gamma-Glu-leu,C11H20N2O5,MYFMARDICOWMQP-YUMQZZPRSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
1.161_275.13495_RP,L3,glutaminylglutamine,C10H18N4O5,LOJYQMFIIJVETK-WDSKDSINSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
11.841_394.19727_RP,L3,Glutamyl-valyl-phenylalanine,C19H27N3O6,FVGOGEGGQLNZGH-DZKIICNBSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Tripeptides
6.852_247.12881_RP,L3,Glutamylvaline,C10H18N2O5,SITLTJHOQZFJGG-XPUUQOCRSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
1.042_76.03937_RP,L1,Glycine,C2H5NO2,DHMQDGOQFOQNFH-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
6.12_189.12338_RP,L2,Glycyl-L-leucine,C8H16N2O3,DKEXFJVMVGETOO-LURJTMIESA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
7.278_189.12339_RP,L1,Glycyl-L-leucine,C8H16N2O3,DKEXFJVMVGETOO-LURJTMIESA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
8.182_223.10771_RP,L1,Glycyl-L-phenylalanine,C11H14N2O3,JBCLFWXMTIKCCB-VIFPVBQESA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.829_173.09209_RP,L2,Glycylproline,C7H12N2O3,KZNQNBZMBZJQJO-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.258_173.09208_RP,L2,Glycylproline,C7H12N2O3,KZNQNBZMBZJQJO-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
3.899_176.06581_RP,L2,Guanidinosuccinic acid,C5H9N3O4,VVHOUVWJCQOYGG-REOHCLBHSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
6.542_152.05671_RP,L2,Guanine,C5H5N5O,UYTPUPDQBNUYGX-UHFFFAOYSA-N,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,NA,NA,NA,NA
6.238_152.05668_RP,L2,Guanine,C5H5N5O,UYTPUPDQBNUYGX-UHFFFAOYSA-N,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,NA,NA,NA,NA
6.237_284.09892_RP,L1,Guanosine,C10H13N5O5,NYHBQMYGNKIUIF-UUOKFMHZSA-N,"Nucleosides, nucleotides, and analogues",Purine nucleosides,NA,NA,NA,NA,NA
2.356_142.08627_RP,L2,Guvacoline,C7H11NO2,DYPLDWLIOGXSSE-UHFFFAOYSA-N,Alkaloids and derivatives,NA,NA,NA,NA,NA,NA
1.14_198.12364_RP,L3,Hercynine,C9H15N3O2,GPPYTCRVKHULJH-QMMMGPOBSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids and Peptides,Small peptides,Aminoacids
1.242_198.1237_RP,L3,Hercynine,C9H15N3O2,GPPYTCRVKHULJH-QMMMGPOBSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids and Peptides,Small peptides,Imidazole alkaloids
1.025_198.12376_RP,L3,Hercynine,C9H15N3O2,GPPYTCRVKHULJH-QMMMGPOBSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids and Peptides,Small peptides,Aminoacids
7.054_260.18562_RP,L2,Hexanoylcarnitine,C13H25NO4,VVPRQWTYSNDTEA-UHFFFAOYSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA,NA,NA,NA
1.323_253.12953_RP,L3,Histidylproline,C11H16N4O3,LNCFUHAPNTYMJB-IUCAKERBSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
6.59_137.04579_RP,L2,Hypoxanthine,C5H4N4O,FDGQSTZJBFJUBT-UHFFFAOYSA-N,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,NA,NA,NA,NA
2.979_137.0458_RP,L1,Hypoxanthine,C5H4N4O,FDGQSTZJBFJUBT-UHFFFAOYSA-N,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,NA,NA,NA,NA
6.225_137.04579_RP,L2,Hypoxanthine,C5H4N4O,FDGQSTZJBFJUBT-UHFFFAOYSA-N,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,NA,NA,NA,NA
1.151_290.14587_RP,L3,Imazethapyr,C15H19N3O3,XVOKUMIPKHGGTN-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
12.042_146.06007_RP,L1,Indole-3-carboxaldehyde,C9H7NO,OLNJUISKUQQNIM-UHFFFAOYSA-N,Organoheterocyclic compounds,Indoles and derivatives,Indoles,NA,NA,NA,NA
3.612_132.10188_RP,L2,Isoleucine,C6H13NO2,AGPKZVBTJJNPAG-WHFBIAKZSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
5.849_261.14447_RP,L3,Isoleucyl-Glutamate,C11H20N2O5,KTGFOCFYOZQVRJ-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
5.513_261.14447_RP,L3,Isoleucyl-Glutamate,C11H20N2O5,KTGFOCFYOZQVRJ-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
5.554_203.13898_RP,L3,isoleucylalanine,C9H18N2O3,RCFDOSNHHZGBOY-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
2.327_288.203_RP,L3,isoleucylarginine,C12H25N5O3,HYXQKVOADYPQEA-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
2.703_246.14478_RP,L3,isoleucylasparagine,C10H19N3O4,HZYHBDVRCBDJJV-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
2.894_246.14478_RP,L3,isoleucylasparagine,C10H19N3O4,HZYHBDVRCBDJJV-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
9.377_245.18595_RP,L3,isoleucylisoleucine,C12H24N2O3,BCVIOZZGJNOEQS-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
9.874_245.18593_RP,L3,isoleucylisoleucine,C12H24N2O3,BCVIOZZGJNOEQS-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
13.926_139.11176_RP,L2,Isophorone,C9H14O,HJOVHMDZYOCNQW-UHFFFAOYSA-N,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,NA,NA,NA,NA
8.314_237.12333_RP,L1,L-Alanyl-L-phenylalanine,C12H16N2O3,OMNVYXHOSHNURL-WPRPVWTQSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
2.728_187.10774_RP,L2,L-Alanyl-L-proline,C8H14N2O3,WPWUFUBLGADILS-WDSKDSINSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.999_230.11354_RP,L3,L-asparaginyl-L-proline,C9H15N3O4,GADKFYNESXNRLC-WDSKDSINSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
1.127_162.11249_RP,L1,L-Carnitine,C7H15NO3,PHIQHXFUZVPYII-ZCFIWIBFSA-N,Organic nitrogen compounds,Organonitrogen compounds,Quaternary ammonium salts,NA,NA,NA,NA
1.163_176.103_RP,L1,L-Citrulline,C6H13N3O3,RHGKLRLOHDJJDR-BYPYZUCNSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.097_147.07644_RP,L1,L-Glutamine,C5H10N2O3,ZDXPYRJPNDTMRX-VKHMYHEASA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.109_130.04987_RP,L1,L-Glutamine,C5H10N2O3,ZDXPYRJPNDTMRX-VKHMYHEASA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.195_179.05507_RP,L1,L-Gulonic acid γ-lactone,C6H10O6,NA,NA,NA,NA,NA,NA,NA,NA
3.781_247.12881_RP,L3,L-Isoleucyl-L-aspartic acid,C10H18N2O5,WKXVAXOSIPTXEC-HAFWLYHUSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
2.187_150.05835_RP,L1,L-Methionine,C5H11NO2S,FFEARJCKVFRZRR-BYPYZUCNSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
2.181_150.05835_RP,L1,L-Methionine,C5H11NO2S,FFEARJCKVFRZRR-BYPYZUCNSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.31_116.07057_RP,L1,L-Proline,C5H9NO2,ONIBWKKTOPOVIA-BYPYZUCNSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.285_130.04985_RP,L2,L-Pyroglutamic acid,C5H7NO3,ODHCTXKNWHHXJC-VKHMYHEASA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
3.001_130.04987_RP,L1,L-Pyroglutamic acid,C5H7NO3,ODHCTXKNWHHXJC-VKHMYHEASA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
2.354_175.10774_RP,L1,L-Theanine,C7H14N2O3,DATAGRPVKZEWHA-YFKPBYRVSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
8.401_188.07062_RP,L1,L-Tryptophan,C11H12N2O2,QIVBCDIJIAJPQS-VIFPVBQESA-N,Organoheterocyclic compounds,Indoles and derivatives,Indolyl carboxylic acids and derivatives,NA,NA,NA,NA
3.699_182.08118_RP,L1,L-Tyrosine,C9H11NO3,OUYCCCASQSFEME-QMMMGPOBSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.974_219.13388_RP,L3,L-valyl-L-threonine,C9H18N2O4,GVRKWABULJAONN-VQVTYTSYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
1.946_130.08625_RP,L1,L(-)-Pipecolinic acid,C6H11NO2,HXEACLLIILLPRG-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
3.946_288.20301_RP,L3,Leucylarginine,C12H25N5O3,SENJXOPIZNYLHU-IUCAKERBSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
2.544_288.20302_RP,L3,Leucylarginine,C12H25N5O3,SENJXOPIZNYLHU-IUCAKERBSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
10.251_245.18593_RP,L3,leucylisoleucine,C12H24N2O3,AZLASBBHHSLQDB-GUBZILKMSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
8.563_229.15464_RP,L2,Leucylproline,C11H20N2O3,VTJUNIYRYIAIHF-IUCAKERBSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
8.243_229.15465_RP,L2,Leucylproline,C11H20N2O3,VTJUNIYRYIAIHF-IUCAKERBSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
19.31_279.23179_RP,L3,Linolenic Acid,C18H30O2,DTOSIQBPPRVQHS-PDBXOOCHSA-N,Lipids and lipid-like molecules,Fatty Acyls,Lineolic acids and derivatives,NA,Fatty acids,Fatty Acids and Conjugates,Unsaturated fatty acids
3.107_260.19685_RP,L3,Lysyl-Isoleucine,C12H25N3O3,FMIIKPHLJKUXGE-GUBZILKMSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,Amino acids and Peptides,Small peptides,Dipeptides
3.039_851.26362_RP,L2,Maltopentaose,C30H52O26,FJCUPROCOFFUSR-GMMZZHHDSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
2.177_689.21089_RP,L2,Maltotetraose,C24H42O21,LUEWUZLMQUOBSB-ZLBHSGTGSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.387_689.21104_RP,L2,Maltotetraose,C24H42O21,LUEWUZLMQUOBSB-ZLBHSGTGSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
2.803_689.21091_RP,L2,Maltotetraose,C24H42O21,LUEWUZLMQUOBSB-ZLBHSGTGSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
3.061_689.2109_RP,L2,Maltotetraose,C24H42O21,LUEWUZLMQUOBSB-ZLBHSGTGSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.623_522.20288_RP,L1,Maltotriose,C18H32O16,FYGDTMLNYKFZSV-DZOUCCHMSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.865_522.20295_RP,L1,Maltotriose,C18H32O16,FYGDTMLNYKFZSV-DZOUCCHMSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.62_522.20283_RP,L1,Maltotriose,C18H32O16,FYGDTMLNYKFZSV-DZOUCCHMSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.43_505.17634_RP,L1,Maltotriose,C18H32O16,FYGDTMLNYKFZSV-DZOUCCHMSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.413_522.20286_RP,L1,Maltotriose,C18H32O16,FYGDTMLNYKFZSV-DZOUCCHMSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.187_166.05326_RP,L2,Methionine sulfoxide,C5H11NO3S,QEFRNWWLZKMPFJ-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.616_307.10005_RP,L3,methyl (E)-2-acetyl-7-oxo-7-phenylsulfanylhept-4-enoate,C16H18O4S,NA,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,Polyketides,Cyclic polyketides,Simple phenolic acids
12.957_299.14883_RP,L2,"methyl 2-(1,3,5-trihydroxy-4a-methyl-8-oxo-decahydronaphthalen-2-yl)prop-2-enoate",C15H22O6,NA,NA,NA,NA,NA,NA,NA,NA
9.094_478.19187_RP,L2,Methyl 2-{[2-O-(6-deoxy-α-L-mannopyranosyl)-β-D-glucopyranosyl]oxy}benzoate,C20H28O12,NA,NA,NA,NA,NA,NA,NA,NA
8.018_339.08409_RP,L2,"methyl 2-{9-hydroxy-1-methyl-5,10-dioxo-1H,3H,4H,5H,10H-naphtho[2,3-c]pyran-3-yl}acetate",C17H16O6,NA,NA,NA,NA,NA,NA,NA,NA
7.635_115.03895_RP,L3,methyl 4-oxobut-3-enoate,C5H6O3,NA,Organoheterocyclic compounds,Dihydrofurans,Furanones,Butenolides,Polyketides,Fatty esters,Wax monoesters
13.57_217.1434_RP,L3,Methyl azelate,C11H20O4,DRUKNYVQGHETPO-UHFFFAOYSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,Fatty acid methyl esters,Fatty acids,Fatty esters,Wax monoesters
6.848_210.05014_RP,L2,methyl isoquinoline-3-carboxylate,C11H9NO2,ZBCGBIZQNMVMPC-UHFFFAOYSA-N,Organoheterocyclic compounds,Isoquinolines and derivatives,NA,NA,NA,NA,NA
16.451_225.14854_RP,L1,Methyl Jasmonate (mixture of isomers),C13H20O3,NA,NA,NA,NA,NA,NA,NA,NA
1.151_74.07133_RP,L1,Methylguanidine,C2H7N3,CHJJGSNFBQVOTG-UHFFFAOYSA-N,Organic nitrogen compounds,Organonitrogen compounds,Guanidines,NA,NA,NA,NA
1.391_190.10742_RP,L3,Monocarboxylylcarnitine,C8H15NO4,AUBZMMLIMKIHJE-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Alkaloids,Lysine alkaloids,Aminoacids
12.1_189.11217_RP,L3,Monomethyl Suberate,C9H16O4,KOVPXZDUVJGGFU-UHFFFAOYSA-N,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,Fatty acids,Fatty Acids and Conjugates,Dicarboxylic acids
1.204_252.10779_RP,L2,Muramic acid,C9H17NO7,MSFSPUZXLOGKHJ-PGYHGBPZSA-N,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,NA,NA,NA,NA
1.366_277.08937_RP,L3,"N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide",C13H13ClN4O,NA,NA,NA,NA,NA,NA,NA,NA
1.365_277.08937_RP,L2,"N'-{6-[(5-chloro-3-pyridyl)oxy]-3-pyridyl}-N,N-dimethyliminoformamide",C13H13ClN4O,NA,NA,NA,NA,NA,NA,NA,NA
7.086_323.07378_RP,L2,N'2-{2-[(4-Chlorophenyl)thio]ethanimidoyl}-1-methyl-1H-pyrrole-2-carbohydrazide,C14H15ClN4OS,NA,NA,NA,NA,NA,NA,NA,NA
13.176_244.22707_RP,L3,N-(1-hydroxybutan-2-yl)decanamide,C14H29NO2,NA,Organic nitrogen compounds,Organonitrogen compounds,Amines,Alkanolamines,Fatty acids,Fatty amides,Sphingoid bases
2.425_361.07413_RP,L2,N-(4-chlorophenyl)-N'-(2-phenoxyphenyl)urea,C19H15ClN2O2,YYFJFAIVVWKQND-UHFFFAOYSA-N,Benzenoids,Benzene and substituted derivatives,Diphenylethers,NA,NA,NA,NA
5.551_229.06824_RP,L3,N-(cyclopropylmethyl)-N'-phenylurea,C11H14N2O,QSRLWJQFIHISRF-UHFFFAOYSA-N,Benzenoids,Benzene and substituted derivatives,N-phenylureas,NA,NA,NA,NA
17.695_447.20135_RP,L3,"N-[3-methoxy-4-(2-oxopyrrolidin-1-yl)phenyl]-12-oxo-7,8,9,10-tetrahydro-6H-azepino[2,1-b]quinazoline-3-carboxamide",C25H26N4O4,NA,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,NA,Alkaloids,Anthranilic acid alkaloids,Quinazoline alkaloids
1.342_439.14211_RP,L2,"N-[5,10-Dioxo-1-(2-thienylacetyl)dodecahydrodipyrrolo[1,2-a:3',2'-E][1,4]diazepin-7-yl]cyclopropanecarboxamide",C20H24N4O4S,NA,NA,NA,NA,NA,NA,NA,NA
1.457_439.14223_RP,L2,"N-[5,10-Dioxo-1-(2-thienylacetyl)dodecahydrodipyrrolo[1,2-a:3',2'-E][1,4]diazepin-7-yl]cyclopropanecarboxamide",C20H24N4O4S,NA,NA,NA,NA,NA,NA,NA,NA
2.05_217.1295_RP,L1,N-Acetyl-L-arginine,C8H16N4O3,SNEIUMQYRCDYCH-LURJTMIESA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.407_189.12343_RP,L1,N-Acetyl-L-Lysine,C8H16N2O3,VEYYWZRYIYDQJM-ZETCQYMHSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
1.491_175.10773_RP,L3,N-acetylornithine,C7H14N2O3,JRLGPAXAGHMNOL-LURJTMIESA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids and Peptides,Small peptides,Dipeptides
1.412_175.10774_RP,L3,N-acetylornithine,C7H14N2O3,JRLGPAXAGHMNOL-LURJTMIESA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids and Peptides,Small peptides,Dipeptides
1.227_162.07615_RP,L3,N-Methyl-L-glutamate,C6H11NO4,XLBVNMSMFQMKEY-BYPYZUCNSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids and Peptides,Small peptides,Aminoacids
18.279_198.18529_RP,L2,N-Octyl-2-pyrrolidone,C12H23NO,WPPOGHDFAVQKLN-UHFFFAOYSA-N,Organoheterocyclic compounds,Pyrrolidines,N-alkylpyrrolidines,NA,NA,NA,NA
1.284_189.1234_RP,L3,n-propan-2-ylglutamine,C8H16N2O3,CABXGBMKSVRWOG-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,Amino acids and Peptides,Small peptides,Aminoacids
1.228_134.08117_RP,L2,"N,N-Bis(2-hydroxyethyl)formamide",C5H11NO3,AGQSGSYOSSBGLI-UHFFFAOYSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,Carboxylic acid derivatives,NA,NA,NA,NA
1.416_118.12261_RP,L2,"N,N-Diethylethanolamine",C6H15NO,BFSVOASYOCHEOV-UHFFFAOYSA-N,Organic nitrogen compounds,Organonitrogen compounds,Amines,NA,NA,NA,NA
1.216_379.08476_RP,L3,"N1-[3-(dimethylamino)propyl]-3,5-di(trifluoromethyl)benzene-1-sulfonamide",C13H16F6N2O2S,NA,NA,NA,NA,NA,NA,NA,NA
1.395_176.09176_RP,L3,"N3-Phenyl-1H-1,2,4-triazole-3,5-diamine",C8H9N5,SFXBTXYONCDQJY-UHFFFAOYSA-N,Benzenoids,Benzene and substituted derivatives,Aniline and substituted anilines,NA,NA,NA,NA
2.028_189.1234_RP,L2,N6-Acetyl-L-lysine,C8H16N2O3,DTERQYGMUDWYAZ-ZETCQYMHSA-N,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",NA,NA,NA,NA
7.676_266.12477_RP,L2,N6-Me-dA,C11H15N5O3,DYSDOYRQWBDGQQ-UHFFFAOYSA-N,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Purine 2'-deoxyribonucleosides,NA,NA,NA,NA
1.354_266.12342_RP,L3,N6-Me-dA,C11H15N5O3,DYSDOYRQWBDGQQ-UHFFFAOYSA-N,"Nucleosides, nucleotides, and analogues",Purine nucleosides,Purine 2'-deoxyribonucleosides,NA,NA,NA,NA
7.753_312.15537_RP,L3,Nalorphine,C19H21NO3,UIQMVEYFGZJHCZ-SSTWWWIQSA-N,Alkaloids and derivatives,Morphinans,NA,NA,NA,NA,NA
2.373_124.03929_RP,L1,Nicotinic acid,C6H5NO2,PVNIIMVLHYAWGP-UHFFFAOYSA-N,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,NA,NA,NA,NA
