Sample,Type,Treatment,Time,1Fungi_Ascomycota,2Fungi_Ascomycota,3Fungi,4Fungi,5Fungi,6Fungi,7Fungi,8Sordariomycetes_Hypocreales,9Hypocreales_Acremonium,10Fungi_Ascomycota,11Fungi_Basidiomycota,12Fungi,13Fungi,14Fungi,15Fungi,16Fungi,17Fungi,18Fungi_Basidiomycota,19Fungi,20Fungi_Basidiomycota,21Fungi,22Hypocreales_Lecanicillium,23Fungi,24Chaetothyriales_Cyphellophora,25Fungi,26Fungi,27Fungi_Basidiomycota,28Fungi,29Fungi,30Fungi,31Fungi,32Fungi,33Capnodiales_Toxicocladosporium,34Fungi,35Fungi,36Fungi,37Basidiomycota_Agaricomycetes,38Fungi,39Fungi,40Fungi_Basidiomycota,41Fungi,42Fungi_Basidiomycota,43Fungi_Basidiomycota,44Fungi,45Fungi,46Fungi,47Fungi,48Hypocreales_Acremonium,49Fungi_Basidiomycota,50Hypocreales_Acremonium,51Fungi,52Fungi,53Hypocreales_Paramyrothecium,54Fungi_Ascomycota,55Fungi_Basidiomycota,56Fungi,57Fungi_Basidiomycota,58Fungi,59Fungi,60Fungi,61Fungi,62Fungi,63Fungi_Basidiomycota,64Fungi,65Fungi,66Fungi,67Hypocreales_Acremonium,68Fungi_Basidiomycota,69Fungi_Basidiomycota,70Fungi,71Fungi_Basidiomycota,72Fungi,73Fungi_Basidiomycota,74Fungi_Ascomycota,75Fungi_Basidiomycota,76Fungi,77Fungi_Basidiomycota,78Fungi_Ascomycota,79Basidiomycota_Agaricomycetes,80Fungi,81Fungi,82Fungi_Ascomycota,83Fungi,84Fungi,85Pleosporales_Alternaria,86Eurotiales_Aspergillus,87Capnodiales_Cladosporium,88Basidiomycota_Agaricomycetes,89Fungi_Basidiomycota,90Fungi_Basidiomycota,91Hypocreales_Stachybotrys,92Fungi,93Fungi,94Fungi,95Fungi,96Hypocreales_Acremonium,97Fungi,98Eurotiomycetes_Chaetothyriales,99Fungi,100Fungi,101Fungi,102Fungi_Basidiomycota,103Capnodiales_Cladosporium,104Fungi,105Fungi,106Fungi,107Sordariomycetes_Hypocreales,108Sordariomycetes_Hypocreales,109Fungi,110Fungi,111Fungi_Basidiomycota,112Fungi,113Fungi,114Sordariomycetes_Hypocreales,115Fungi,116Fungi_Basidiomycota,117Chaetothyriales_Exophiala,118Fungi,119Fungi,120Fungi_Basidiomycota,121Fungi,122Fungi,123Fungi_Basidiomycota,124Basidiomycota_Agaricomycetes,125Fungi,126Fungi,127Fungi,128Fungi_Basidiomycota,129Fungi,130Eurotiales_Penicillium,131Fungi,132Fungi_Basidiomycota,133Fungi,134Fungi_Basidiomycota,135Basidiomycota_Agaricomycetes,136Fungi,137Fungi,138Fungi_Basidiomycota,139Fungi,140Fungi_Basidiomycota,141Fungi_Ascomycota,142Dothideales_Aureobasidium,143Fungi,144Fungi,145Fungi,146Entomophthorales_Entomophthora,147Capnodiales_Toxicocladosporium,148Fungi,149Fungi,150Fungi_Basidiomycota,151Basidiomycota_Agaricomycetes,152Fungi,153Fungi_Ascomycota,154Fungi,155Fungi_Ascomycota,156Fungi,157Fungi,158Fungi,159Fungi,160Fungi_Ascomycota,161Fungi,162Fungi_Basidiomycota,163Fungi
S19,Bare,0,2,0.200291127,0,0.781800581,0,0,0,0,0,0,0.042438266,0,0.405488957,0,0,0,0,0,0.036872528,0,0.047725711,0.114384361,0.046791653,0.099082041,0,0,0,0,0,0,0,0,0,0.047540367,0,0,0,0,0,0,0,0,0,0,0.078500109,0.103355891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046791653,0,0,0,0,0,0,0,0,0,0.04264579,0,0,0,0.060602315,0,0,0,0,0,0,0.091097504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130533266,0,0.043465976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032276286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174168306,0.259199929,0.033877724
S25,Bare,0,2,0.29716199,0.033661928,0.681857175,0,0.093665936,0.02842134,0,0.524812354,0.056347094,0.054935672,0,0.025288073,0,0.1050159,0,0,0,0,0,0.083804139,0,0.0341582,0.076453463,0,0,0,0,0,0,0,0,0.02861803,0.070657507,0,0,0,0,0,0.039913745,0,0,0.09845441,0,0.14398899,0.051564698,0.024840461,0.051673369,0.117184187,0,0,0,0,0.025508933,0,0,0,0,0,0.062841947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024613602,0,0,0,0,0.025945015,0,0,0.040193844,0,0.027004428,0.060476563,0.029391629,0,0,0,0,0,0,0,0,0,0.024613602,0,0,0,0.029391629,0,0.027620578,0,0,0.031598998,0.049341025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030330895,0.040193844,0,0,0,0,0.09000091,0,0,0,0,0,0,0.025508933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039631665,0.153565853,0.127939883,0
S27,Bare,0,2,0.186530854,0,0,0.466670738,0,0,0,0.07086918,0,0.039227418,0,0.432688677,0,0,0,0,0.038678756,0.316565508,0,0,0,0.23308335,0.091179725,0,0,0,0.050642379,0,0.140678902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077495527,0.105319104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034902851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110759101,0,0,0,0,0,0,0,0,0,0.067786421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088079895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053314986,0.564308526,0.052098514
S35,Bare,0,2,0.220772401,0,0.445998482,0,0,0,0,0,0,0.042135798,0,0.082056183,0,0.098732419,0,0.221302831,0,0.123457927,0.366143919,0,0,0,0,0,0,0.50490028,0.083673209,0,0,0,0,0.285778883,0,0.273009834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04666271,0,0,0,0,0,0,0,0,0,0,0,0.098051498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101575424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064967859,0,0,0,0,0,0,0,0.143299119,0,0,0,0,0.09856263,0,0,0,0,0.114006377,0,0,0,0.043696908,0,0,0,0,0.066496724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052729339,0.151038213,0.117906387,0.047727396
S37,Bare,0,2,0.150812262,0,0.826886153,0,0,0,0,0.036992565,0,0.028035361,0,0.127377011,0,0.251342913,0,0.16638748,0.046112477,0.158989701,0.061273689,0.158304064,0,0,0,0,0,0,0.036706904,0,0,0,0,0.048050188,0,0.032874375,0,0.17069697,0,0.123403366,0,0.086937068,0,0,0,0,0.076594975,0,0,0,0,0,0.025955701,0,0,0,0,0,0,0,0.065641927,0,0.097333877,0,0,0,0,0.061502323,0,0,0,0,0,0,0.065374109,0,0,0,0,0,0,0,0,0,0.023245693,0,0,0.025131499,0.033193035,0,0.089796034,0,0,0,0,0,0,0,0.051911401,0,0,0.055567835,0,0,0,0,0.050887407,0,0,0,0.052181073,0,0,0,0.029853757,0,0,0.021683757,0,0.051504247,0,0,0,0,0,0,0,0.075254748,0,0,0,0,0,0,0,0,0,0.029499047,0.047388409,0,0,0,0,0,0,0,0,0.034028211,0,0,0,0,0,0.047757196,0,0,0,0,0,0,0,0,0.0470913,0.029853757,0.047388409
S40,Bare,0,2,0.192132953,0,0.659821234,0,0.035096428,0,0,0.048739468,0.043995701,0.03418939,0,0,0,0,0,0.216581173,0.043130127,0.069833811,0.153596748,0.097800756,0,0,0,0,0,0,0,0.350121673,0,0,0,0.122299129,0.029873015,0.053883509,0.225090042,0,0,0,0,0,0,0.034555063,0.202173929,0.03867438,0,0,0,0,0.200049013,0,0,0,0,0,0,0,0.04042235,0,0.064985957,0,0,0.16602336,0,0,0,0,0.041647547,0.162116381,0,0,0,0,0,0,0.069743761,0,0,0,0,0,0,0,0,0.087418162,0.050760608,0.041948255,0.05317912,0,0.031907472,0,0,0,0,0,0,0,0,0.11832935,0,0,0,0,0,0,0,0,0,0,0,0,0.081618351,0,0,0.044563411,0,0,0,0,0,0,0,0,0.088062795,0,0,0,0,0,0,0,0,0,0,0,0,0.044984492,0,0,0,0,0,0.027231771,0,0,0,0.039795609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052104683,0.123627951,0.131939481,0.079591218
S41,Bare,0,2,0.037887586,0,0.935025777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175821885,0,0.105250947,0,0,0,0,0,0,0,0,0,0,0,0,0.111147354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077384567,0,0.115936237,0,0,0,0,0.104836843,0,0,0,0,0,0,0,0,0.075198926,0,0,0,0,0,0,0,0,0,0.044243168,0,0,0,0,0,0,0,0,0.040656666,0,0,0,0,0,0,0,0,0,0,0,0,0.105869065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064170955,0.069486662,0,0,0,0,0.061044409,0,0,0,0,0,0,0,0,0,0,0.079874044
S45,Bare,0,2,0.267314994,0.188704685,0,0.648037974,0.458232046,0.078538735,0,0.087936143,0,0.051353537,0.345224477,0,0,0,0,0.028364858,0.019870403,0.031477088,0.035271747,0,0,0,0.113950813,0,0,0,0,0,0,0,0.143521281,0.041483436,0,0.043155757,0.054928311,0,0,0,0,0,0,0.027430228,0,0.072522219,0.040391575,0.054996082,0,0,0,0,0.0647624,0,0,0,0,0,0.05936074,0,0,0.021664018,0,0,0,0,0.056201986,0,0.028100993,0,0,0,0,0.089072479,0,0,0,0,0,0,0,0,0,0,0.057641618,0,0,0,0,0.027294097,0,0.0647624,0.023320087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029648979,0,0,0,0,0,0.021835278,0.039269368,0,0,0,0,0,0,0,0,0.050769956,0,0,0,0,0.026036909,0,0,0,0.040021003,0,0.035165984,0,0,0,0,0,0,0,0,0.02347927,0,0,0,0,0,0,0,0,0,0,0.03135853,0.120310944,0.132594264,0.039269368
S47,Bare,0,2,0.079210611,0.438706291,0,0.76717446,0.080006718,0.065936794,0,0.028258626,0.048945376,0,0,0.025673344,0.361413826,0,0,0,0,0,0,0,0,0,0.140257671,0,0,0,0,0,0,0,0.042275653,0,0,0,0,0,0.109271327,0,0,0,0,0.038674238,0,0,0.047898295,0.027806459,0,0,0,0,0,0,0,0,0,0,0.031843864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034333829,0,0.074510559,0,0.071293995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033398126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029999218,0,0,0,0,0,0,0.054228146,0.108339358,0
S49,Bare,0,2,0.060351176,0.988342708,0,0.061571689,0,0,0,0.050717459,0.054748769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030234238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031721108,0,0.025113034,0,0,0,0,0,0,0,0,0,0,0,0.037077039,0,0,0,0,0,0,0,0,0,0,0.035912023,0,0,0,0.042341324,0,0,0,0.039393651,0,0,0,0,0,0.029160489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027664069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S52,Bare,0,2,0,0.042299564,0,0.44732753,0.018122009,0.211296938,0.797403919,0.048824005,0.081774388,0,0,0,0,0.226868551,0,0,0,0.035851331,0,0,0,0,0.076921988,0,0,0,0,0,0,0,0,0,0.053154817,0,0,0,0,0,0,0,0,0.082463898,0,0.024728868,0.02952927,0.083589155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027647715,0,0,0,0,0,0,0,0,0,0,0.021808811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046079524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02005033,0.019036291,0,0,0.033986578,0,0,0.034069777,0,0.037169547,0,0,0,0,0,0,0,0,0,0.022574265,0,0,0,0,0,0,0,0,0,0,0,0,0.061316364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064159292,0.121682522,0.02060739
S53,Bare,0,2,0.151461262,0.962007841,0,0.137273426,0,0,0,0.034375697,0,0.029968038,0,0,0,0,0,0,0,0,0,0.03261165,0,0,0.024468801,0.106915234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027643419,0,0.03999023,0,0,0,0,0,0,0.068636713,0,0,0,0,0,0,0,0,0.040186744,0,0,0,0,0,0,0,0.034145757,0,0,0,0,0,0,0,0.022974353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021375677,0,0,0,0,0,0,0,0,0.03505647,0,0,0,0,0,0,0,0,0.033914257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028897403,0,0,0,0,0,0,0.036487931,0.0468822,0
S55,Bare,0,2,0.137383607,0.701343114,0,0.52106345,0,0.064231187,0,0.036216922,0.049089754,0.024544877,0.280018106,0.160215441,0,0.070729279,0,0.021390599,0,0,0.039538869,0,0,0,0.095900521,0.078107423,0,0,0,0,0,0,0,0.028831057,0,0.027889928,0,0.077617716,0.117745482,0.056728792,0,0.047430568,0,0.042602569,0,0,0.035686631,0,0,0,0,0,0.033022909,0,0,0,0,0,0.024389035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050013153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051515383,0,0,0,0,0,0,0,0,0.025459905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027057205,0,0,0,0.020665282,0,0.036531402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180451813,0.098683095,0.023432227
S01,Moss,1,2,0.044561282,0.992197914,0,0.114686444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020114953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S03,Moss,1,2,0.137856999,0.988713861,0,0.025119339,0,0.037479118,0,0,0,0.027544142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025416619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S07,Moss,1,2,0.720128729,0.0248188,0.04408515,0,0.067341179,0.059200278,0,0.572597118,0.241925686,0.139371389,0,0,0,0,0,0.039912819,0.040441489,0.030570892,0.098631244,0,0,0,0,0,0,0,0,0,0,0,0.103260359,0.061315236,0.02503184,0.083721836,0,0,0,0.060090558,0,0.049744462,0,0,0,0,0,0,0,0.12676117,0,0.053845337,0,0,0,0,0,0,0.036725578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031763517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031930255
S11,Moss,1,2,0.261697009,0,0.588579447,0,0.036835473,0.511623098,0,0.053312739,0.061984142,0.047654401,0,0,0,0.207651948,0,0.19281532,0.096648102,0,0.092108069,0,0.052502878,0,0,0,0,0,0,0.042253186,0.080967512,0,0.193222299,0.042923913,0,0.05731501,0,0,0.210588793,0,0,0.043910799,0,0,0.120462343,0.067816034,0,0,0,0,0,0,0,0.047504308,0.185028433,0,0,0,0.028532635,0,0.053446522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041399498,0,0,0.039456422,0,0,0,0,0.049419974,0,0,0,0,0,0.061868822,0,0.033590618,0.053044159,0,0,0,0,0,0,0,0,0.052093226,0,0,0,0,0,0,0,0,0,0.055414534,0,0,0.039995715,0,0,0,0,0,0.036445669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033377342,0.100416899,0.120462343,0.088792031
S14,Moss,1,2,0.038920237,0.022996309,0,0.379548329,0.618825321,0,0,0.185667873,0.434811777,0,0,0.049827834,0,0,0,0,0.029938644,0.039718099,0,0.046380747,0,0,0.063438849,0,0.340485444,0,0.026944779,0,0,0,0,0,0.070657736,0,0,0,0,0,0.135255092,0,0,0.047052272,0,0,0.02918058,0,0.054796715,0.042339636,0,0.095240656,0,0,0,0,0,0.093866123,0,0.02200032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101923385,0,0,0,0.101084496,0,0,0,0,0,0,0,0,0,0,0,0.071352023,0,0,0,0,0,0,0,0,0.07869935,0,0,0,0,0,0,0.094957902,0,0,0,0,0,0,0,0,0,0,0.069571121,0,0,0,0,0.025048466,0.070084568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080500999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104785253,0.037032057,0
S18,Moss,1,2,0.959928341,0.030125578,0.063364416,0,0.05321454,0.080885135,0,0,0.139542564,0.178096364,0,0.05140268,0,0.017282578,0,0,0,0,0,0.025589351,0,0,0,0,0.035223599,0,0,0,0,0,0,0,0.031885519,0,0,0,0,0,0.018409113,0,0,0,0,0,0,0,0,0,0,0.031340427,0,0,0,0.051570026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017611799,0,0,0,0.020893618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019173299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038346597,0.025136407,0
S22,Moss,1,2,0.731293037,0.018484365,0.53966523,0,0.052106335,0,0,0.178444913,0,0.137061464,0,0.029640926,0,0,0,0,0.031146488,0.095218191,0,0.022503474,0,0.203132876,0,0,0,0,0.035794819,0,0,0,0,0,0,0,0,0,0,0,0.156475051,0,0,0,0,0,0.034137146,0,0.141636905,0.040662602,0,0,0,0.052456438,0.045209835,0,0.018811547,0,0,0,0,0,0,0,0.041258423,0,0,0,0,0,0,0,0.033687361,0,0,0,0,0.019133136,0.029846056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03562396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03124428,0,0,0,0,0,0,0,0,0,0,0,0,0.056650454,0.065258672,0
S26,Moss,1,2,0.749096597,0.626362761,0.075352333,0,0.032495017,0.065329664,0,0.120435701,0,0.1398455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025019356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028889864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S29,Moss,1,2,0.025388671,0,0,0.34587037,0.10771501,0.79417452,0.055931959,0.133702956,0.060579164,0,0,0,0,0.1105501,0,0,0.141964829,0,0,0,0.291914522,0,0.053577516,0,0,0,0,0,0,0,0,0.02572496,0.177115175,0,0,0,0,0,0,0,0,0.04718014,0,0,0.033425739,0.12949052,0,0.027811896,0,0,0.02345305,0,0,0,0.031845667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086122125,0.031845667,0,0.032776634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050946319,0,0,0,0,0,0,0,0,0,0.10231351,0,0,0,0,0,0,0,0,0,0.028873219,0,0,0,0,0,0,0.030325029,0.022518287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077563672,0.066915727,0.049751432
S31,Moss,1,2,0.164403919,0,0,0.406140065,0.778270978,0.179260685,0,0.135893623,0.047496181,0.033225665,0,0.156552785,0,0,0,0.034553441,0.029085352,0.110523252,0,0.062400363,0,0.069840934,0.072826745,0.063638019,0,0,0.033405751,0,0.200599073,0,0,0,0.032679452,0,0,0,0,0,0,0,0,0,0,0.02615274,0.030099081,0,0,0.027603657,0,0,0,0.047306322,0,0,0,0,0.023874076,0,0,0,0,0,0.055694209,0.109951787,0,0,0,0,0,0.03331583,0.053045823,0,0,0,0,0.026267194,0.053552373,0,0,0.028034991,0,0,0.026832145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05427571,0,0.023494093,0.020493389,0,0,0,0,0,0,0,0,0,0,0,0,0.043541994,0,0,0,0.017832109,0,0,0,0,0,0.024979368,0,0,0,0,0,0.042212687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030886118,0,0,0,0,0,0.036985559,0,0,0,0,0,0.045562004,0.079483861,0.021212673
S32,Moss,1,2,0.864390149,0,0.180271715,0,0.220253126,0.025698637,0,0,0,0.163914535,0.197046848,0.031213504,0.027777324,0,0,0.027182451,0.023575389,0,0.025054458,0,0.061795353,0,0,0,0,0,0.021997091,0,0,0.184909284,0,0,0.064690332,0.019807288,0.136894969,0.119775421,0,0,0,0.031526168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715534,0.026819195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103870296,0,0,0,0,0,0,0,0,0,0,0,0,0.036879164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045167567,0,0,0,0,0,0.023013989,0,0,0.03003924,0,0,0,0,0,0,0,0,0,0,0.031108585,0,0,0.036433208,0,0,0,0.02982077,0,0
S33,Moss,1,2,0.709134519,0.021945907,0.221950694,0,0.177521686,0.315199758,0,0.17546487,0.077428201,0.136842187,0,0,0.063954672,0,0.435060664,0,0.031723432,0.041622165,0.035060184,0.075119203,0.078167389,0,0,0,0,0,0.02383031,0.064903027,0,0,0,0.019702123,0,0.022591513,0.065179329,0,0,0.034751278,0,0.031496021,0,0,0.042476918,0.086960897,0,0,0,0.039676943,0.040395136,0,0,0,0,0,0,0,0,0.033913775,0,0,0,0.027077978,0,0,0,0,0,0.021448955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071339945,0,0.0266768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080522901,0,0,0,0,0,0,0.084316833,0,0,0,0,0,0.019147022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029124411,0,0,0.055272691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019333826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02900074,0
S39,Moss,1,2,0.804356381,0.024166314,0.180078815,0,0.044329642,0.026651141,0,0.139533706,0.408554257,0.152634508,0,0,0,0,0,0.06096843,0.02999487,0.066598234,0,0.075850477,0.068812951,0,0,0.020257984,0,0,0.027381445,0,0,0,0.089984609,0,0,0,0,0,0,0.164264647,0,0.147640801,0,0,0,0,0,0,0,0.030386976,0,0.091463431,0,0,0,0.047008194,0,0,0.02006225,0,0,0,0,0,0,0,0,0,0.04090369,0,0.035756258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064061371,0,0,0,0,0.035423634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082432056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042881751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03486221
S43,Moss,1,2,0.028512051,0.843631013,0,0.265350408,0.049649118,0,0,0.168731383,0.176924977,0,0.021320072,0,0,0,0,0.026111648,0,0,0,0,0,0,0.046371863,0.314036433,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021320072,0,0,0,0,0,0,0.026111648,0,0,0.039111639,0,0.040322129,0,0.128737821,0,0,0,0,0.021320072,0,0,0,0,0,0.106107216,0,0,0,0,0,0,0,0.097252465,0,0,0,0,0,0.081506789,0.051038173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040430377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S50,Moss,1,2,0.031278354,0.995111503,0,0.054546769,0,0,0,0.025006555,0.031599166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040171497,0,0,0,0,0,0,0,0,0,0,0.028758415,0,0,0,0,0,0,0,0.032231212,0,0,0,0,0,0.026380472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
